director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,keywords
Tim Johnson,Jim Parsons,Matt Jones,April Winchell,Adventure Animation Comedy Family Fantasy Sci-Fi,home,alien friendship alien invasion australia flying car mother daughter relationship
Steven Spielberg,Tom Cruise,Lisa Ann Walter,Rick Gonzalez,Adventure Sci-Fi Thriller,war of the worlds,alien fight storm survival tripod
Michael Bay,Will Smith,Henry Rollins,Jordi Mollà,Action Comedy Crime Thriller,bad boys ii,cuba dea drugs money undercover
Chris Miller,Salma Hayek,Constance Marie,Amy Sedaris,Action Adventure Animation Comedy Family Fantasy,puss in boots,betrayal egg friend goose hero
Phillip Noyce,Angelina Jolie Pitt,Andre Braugher,August Diehl,Action Crime Mystery Thriller,salt,cia on the run russian russian spy strong female lead
Darren Aronofsky,Anthony Hopkins,Emma Watson,Logan Lerman,Action Adventure Drama,noah,ark flood noah's ark water wrath of god
Steven Spielberg,Toby Jones,Mackenzie Crook,Tony Curran,Action Adventure Family Mystery,the adventures of tintin,captain morocco ship tintin treasure
Alfonso Cuarón,Daniel Radcliffe,Gary Oldman,Rupert Grint,Adventure Family Fantasy Mystery,harry potter and the prisoner of azkaban,magic muggle serial killer traitor wizard
Baz Luhrmann,Essie Davis,Bryan Brown,Eddie Baroo,Adventure Drama Romance War,australia,australia cattle darwin drover japanese
M. Night Shyamalan,Will Smith,Zoë Kravitz,Glenn Morshower,Action Adventure Sci-Fi,after earth,box office flop father son team fear race against time real life father and son playing father and son
Eric Leighton,Alfre Woodard,D.B. Sweeney,Della Reese,Adventure Animation Family Thriller,dinosaur,egg iguanodon lemur meteor nesting grounds
Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Adventure Comedy Family Fantasy,night at the museum: secret of the tomb,museum museum of natural history manhattan new york city night watchman star died before release tablet
Tom McGrath,J.K. Simmons,Brad Pitt,Will Ferrell,Action Animation Comedy Family Sci-Fi,megamind,battle city planet prison superhero
Chris Columbus,Daniel Radcliffe,Fiona Shaw,Verne Troyer,Adventure Family Fantasy,harry potter and the sorcerer's stone,based on novel birthday evil wizard quidditch wizard
Robert Schwentke,Ryan Reynolds,Jeff Bridges,Stephanie Szostak,Action Comedy Fantasy,r.i.p.d.,drug dealer gold partner police undead
Hideaki Anno,Mark Chinnery,Shin'ya Tsukamoto,Atsuko Maeda,Action Adventure Drama Horror Sci-Fi,godzilla resurgence,blood godzilla monster sequel
Gore Verbinski,Johnny Depp,Orlando Bloom,Jack Davenport,Action Adventure Fantasy,pirates of the caribbean: the curse of the black pearl,caribbean curse governor pirate undead
Francis Lawrence,Jennifer Lawrence,Philip Seymour Hoffman,Josh Hutcherson,Adventure Sci-Fi Thriller,the hunger games: mockingjay - part 1,based on young adult novel manipulation rebellion symbol uprising
Ron Howard,Tom Hanks,Seth Gabel,Jürgen Prochnow,Mystery Thriller,the da vinci code,based on supposedly true story holy grail mary magdalene opus dei secret
Carlos Saldanha,Miguel Ferrer,Rachel Crow,Jeffrey Garcia,Adventure Animation Comedy Family Musical,rio 2,amazon bird father in law jungle no opening credits
Bryan Singer,Hugh Jackman,Bruce Davison,Aaron Stanford,Action Adventure Fantasy Sci-Fi Thriller,x-men 2,mutant prison professor school x men
Justin Lin,Paul Walker,Vin Diesel,Dwayne Johnson,Action Crime Thriller,fast five,drug lord drugs federal agent heist police
Guy Ritchie,Robert Downey Jr.,Eddie Marsan,Paul Anderson,Action Adventure Crime Mystery Thriller,sherlock holmes: a game of shadows,factory gypsy investigation sherlock holmes train
Louis Leterrier,Liam Neeson,Jason Flemyng,Alexa Davalos,Action Adventure Fantasy,clash of the titans,famous line hand to hand combat kraken rape zeus
Paul Verhoeven,Ronny Cox,Rachel Ticotin,Marshall Bell,Action Sci-Fi,total recall,ambiguous ending false memory implanted memory memory space colony
John McTiernan,Tony Curran,Vladimir Kulich,Clive Russell,Action Adventure History,the 13th warrior,arab battle combat viking warrior
Tony Gilroy,Jeremy Renner,Scott Glenn,Stacy Keach,Action Adventure Thriller,the bourne legacy,assassin cia drone pill wolf
Joel Schumacher,Michael Gough,Vivica A. Fox,John Glover,Action,batman & robin,butler critically bashed cure freeze gotham
Ron Howard,Clint Howard,T.J. Thyne,Molly Shannon,Comedy Family Fantasy,how the grinch stole christmas,box office hit christmas materialism public humiliation snowflake
Roland Emmerich,Jake Gyllenhaal,Dennis Quaid,Sela Ward,Action Adventure Sci-Fi Thriller,the day after tomorrow,climate end of the world global warming natural disaster weather
John Woo,Tom Cruise,Dougray Scott,Richard Roxburgh,Action Adventure Thriller,mission: impossible ii,cure mission terrorist thief virus
Wolfgang Petersen,Karen Allen,Mary Elizabeth Mastrantonio,Bob Gunton,Action Adventure Drama Thriller,the perfect storm,death fish fishing sea storm
Tim Story,Chris Evans,Ioan Gruffudd,Andre Braugher,Action Adventure Sci-Fi Thriller,fantastic 4: rise of the silver surfer,fantastic four space strong female character strong female lead superheroine
Ang Lee,Suraj Sharma,Rafe Spall,Tabu,Adventure Drama Fantasy,life of pi,animal faith india journey tiger
Mark Steven Johnson,Nicolas Cage,Matt Long,Peter Fonda,Action Fantasy Thriller,ghost rider,blackheart devil father ghost mephistopheles
Paul Greengrass,Matt Damon,Riz Ahmed,Ato Essandoh,Action Thriller,jason bourne,black ops chase cia cia agent repeated scene
McG,Demi Moore,Bernie Mac,Justin Theroux,Action Adventure Comedy Crime,charlie's angels: full throttle,fbi murder ring witness protection witness protection program
Ridley Scott,Michael Fassbender,Charlize Theron,Sean Harris,Adventure Mystery Sci-Fi,prometheus,cave painting medical scanner planet pregnant with an alien fetus suspended animation
Rob Minkoff,Nathan Lane,Brad Garrett,Melanie Griffith,Adventure Animation Comedy Family Fantasy,stuart little 2,anthropomorphic mouse falcon marshmallow second part soccer
Neill Blomkamp,Matt Damon,Sharlto Copley,Alice Braga,Action Drama Sci-Fi Thriller,elysium,christ figure class differences messiah saviour social commentary
David Twohy,Vin Diesel,Alexa Davalos,Christina Cox,Action Adventure Sci-Fi Thriller,the chronicles of riddick,bounty hunter escape necromonger planet warrior
José Padilha,Gary Oldman,Abbie Cornish,Jennifer Ehle,Action Crime Sci-Fi Thriller,robocop,law enforcement police robocop robot technology
Lana Wachowski,Scott Porter,Kick Gurry,Nicholas Elia,Action Family Sport,speed racer,based on anime based on cartoon gadget car racer speed
James L. Brooks,Shelley Conn,Domenick Lombardozzi,Teyonah Parris,Comedy Drama Romance,how do you know,embarrassment falling in love love love triangle revelation
James Mangold,Tom Cruise,Marc Blucas,Jordi Mollà,Action Comedy Romance,knight and day,chase fbi garage spy surveillance
Joseph Kosinski,Morgan Freeman,Tom Cruise,Zoë Bell,Action Adventure Mystery Sci-Fi,oblivion,cabin in the woods drone flying through a thunderstorm post apocalypse sex in a pool
George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,Action Adventure Fantasy Sci-Fi,star wars: episode iii - revenge of the sith,elongated cry of no friends become enemies kicked in the butt robotic midwife vision
George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,Action Adventure Fantasy Sci-Fi,star wars: episode ii - attack of the clones,martial arts murdered before giving protagonist information part computer animation prequel prequel to cult film
Pete Docter,Steve Buscemi,John Ratzenberger,James Coburn,Adventure Animation Comedy Family Fantasy,"monsters, inc.",friend little girl monster rival scream
James Mangold,Hugh Jackman,Tao Okamoto,Rila Fukushima,Action Adventure Sci-Fi Thriller,the wolverine,healing power marvel comics mecha regeneration self healing
George Lucas,Natalie Portman,Liam Neeson,Ian McDiarmid,Action Adventure Fantasy Sci-Fi,star wars: episode i - the phantom menace,alien character says i have a bad feeling about this hand to hand combat seven word title wilhelm scream
Kirk De Micco,Ryan Reynolds,Emma Stone,Nicolas Cage,Adventure Animation Comedy Family Fantasy,the croods,cave caveman journey strict father survival
Frédéric Forestier,Alain Delon,Santiago Segura,Vanessa Hessler,Adventure Comedy Family Fantasy,asterix at the olympic games,1st century b.c. lightsaber local blockbuster magical potion potion
John Woo,Nicolas Cage,Roger Willie,Noah Emmerich,Action Drama War,windtalkers,code duty steel helmet u.s. marine u.s. soldier
Cedric Nicolas-Troyan,Chris Hemsworth,Sam Claflin,Charlize Theron,Action Adventure Drama Fantasy,the huntsman: winter's war,based on fairy tale dark fantasy fairy tale second part sequel
Jonathan Liebesman,Noel Fisher,Danny Woodburn,Jeremy Howard,Action Adventure Comedy Sci-Fi,teenage mutant ninja turtles,18 wheeler mutant ninja sewer turtle
Alfonso Cuarón,Phaldut Sharma,Basher Savage,Amy Warren,Adventure Drama Sci-Fi Thriller,gravity,box office hit long take sole survivor space space station
Roger Donaldson,Jamie Renée Smith,Grant Heslov,Tzi Ma,Action Adventure Thriller,dante's peak,ash escape lava mayor volcano
Dave Green,Stephen Amell,Noel Fisher,Brad Garrett,Action Adventure Comedy Sci-Fi,teenage mutant ninja turtles: out of the shadows,based on comic book brother brother relationship rat sequel turtle
Josh Trank,Tim Blake Nelson,Reg E. Cathey,Tim Heidecker,Action Adventure Sci-Fi,fantastic four,box office flop critically bashed portal teleportation troubled production
Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Action Adventure Comedy Family Fantasy,night at the museum,chaos museum museum of natural history night watchman watchman
Brad Peyton,Dwayne Johnson,Ioan Gruffudd,Archie Panjabi,Action Adventure Drama Thriller,san andreas,disaster movie earthquake journey natural disaster san andreas fault
Roger Spottiswoode,Vincent Schiavelli,Colin Salmon,Joe Don Baker,Action Adventure Thriller,tomorrow never dies,ex boyfriend ex girlfriend relationship media tycoon megalomaniac official james bond series world war three
Roland Emmerich,Heath Ledger,Adam Baldwin,Tom Wilkinson,Action Drama History War,the patriot,american revolution british french hero standoff
Steven Soderbergh,Brad Pitt,Julia Roberts,Mini Anden,Crime Thriller,ocean's twelve,father daughter relationship heist pretending to be pregnant sequel thief
Doug Liman,Brad Pitt,Angelina Jolie Pitt,Stephanie March,Action Comedy Crime Romance Thriller,mr. & mrs. smith,assassin marriage secret agent suburb target
Robert Schwentke,Kate Winslet,Theo James,Mekhi Phifer,Adventure Sci-Fi Thriller,insurgent,action heroine falling from height mind control trainhopping truth serum
Martin Scorsese,Leonardo DiCaprio,Adam Scott,Frances Conroy,Biography Drama,the aviator,1920s aviation fight spruce goose test flight
Rob Letterman,James Corden,Catherine Tate,Olly Alexander,Adventure Comedy Family Fantasy,gulliver's travels,bermuda triangle box office hit shipwrecked travel travel writer
Michel Gondry,Christoph Waltz,Tom Wilkinson,Chad L. Coleman,Action Comedy Crime Sci-Fi Thriller,the green hornet,heir kung fu party playboy superhero
Noam Murro,Eva Green,Sullivan Stapleton,Peter Mensah,Action Drama Fantasy War,300: rise of an empire,army commander female rear nudity greek navy
Raja Gosnell,Mahadeo Shivraj,Tim Gunn,Madison McKinley,Adventure Animation Comedy Family Fantasy,the smurfs,blue new york new york city no opening credits smurf
Will Finn,Steve Buscemi,Roseanne Barr,G.W. Bailey,Animation Comedy Family Music Western,home on the range,cattle cow dairy farm farm rustler
Robert Schwentke,Naomi Watts,Theo James,Zoë Kravitz,Action Adventure Mystery Sci-Fi Thriller,allegiant,based on young adult novel dystopia genetic experimentation strong female character strong female lead
Shawn Levy,Hugh Jackman,Torey Michael Adkins,Olga Fonda,Action Drama Sci-Fi Sport,real steel,arena boxing boxing movie robot robot battle
Raja Gosnell,Jacob Tremblay,Nancy O'Dell,Vanessa Matsui,Adventure Animation Comedy Family Fantasy,the smurfs 2,based on cartoon box office hit no opening credits sequel smurf
Jan de Bont,Jason Patric,Temuera Morrison,Lois Chiles,Action Crime Romance Thriller,speed 2: cruise control,collision course computer cruise diamonds ship run aground
Gavin Hood,Harrison Ford,Moises Arias,Aramis Knight,Action Sci-Fi,ender's game,alien future manipulation simulation training
Len Wiseman,Bruce Willis,Jonathan Sadowski,Cyril Raffaelli,Action Adventure Thriller,live free or die hard,fbi hacker independence day police terrorist
Peter Jackson,Christopher Lee,Orlando Bloom,Billy Boyd,Action Adventure Drama Fantasy,the lord of the rings: the fellowship of the ring,elf hobbit middle earth quest ring
Frank Coraci,Jim Broadbent,Steve Coogan,Cécile De France,Action Adventure Comedy,around the world in 80 days,19th century around the world inventor martial arts train
Michael Mann,Will Smith,Jada Pinkett Smith,Joe Morton,Biography Drama Sport,ali,african american protagonist african americans boxing gym gym rumble in the jungle
Bo Welch,Sean Hayes,Kelly Preston,Spencer Breslin,Adventure Comedy Family Fantasy,the cat in the hat,based on cult comic book cat home alone imagination talking cat
Alex Proyas,Will Smith,Bruce Greenwood,Chi McBride,Action Mystery Sci-Fi Thriller,"i, robot",humanoid robot man versus machine prosthetic limb robot as pathos robot vs. robot
Ridley Scott,Liam Neeson,Orlando Bloom,Philip Glenister,Action Adventure Drama History War,kingdom of heaven,12th century crusader jerusalem knight medieval times
Rob Minkoff,Chazz Palminteri,Nathan Lane,Jeffrey Jones,Adventure Comedy Family Fantasy,stuart little,box office hit cat first part mouse orphanage
Ron Clements,Oprah Winfrey,Jenifer Lewis,Anika Noni Rose,Animation Family Fantasy Musical Romance,the princess and the frog,amphibian dream frog frog prince waitress
Ridley Scott,Matt Damon,Donald Glover,Benedict Wong,Adventure Drama Sci-Fi,the martian,astronaut international cooperation left for dead nasa space habitat
Michael Bay,Scarlett Johansson,Steve Buscemi,Djimon Hounsou,Action Adventure Romance Sci-Fi Thriller,the island,clone environment escape island lottery
Peter Chelsom,Del Zamora,Warren Beatty,Garry Shandling,Comedy Romance,town & country,anniversary architect cellist friend hardware store
Dominic Sena,Nicolas Cage,Angelina Jolie Pitt,Robert Duvall,Action Crime Thriller,gone in sixty seconds,auto theft brother car theft thief
Ridley Scott,Djimon Hounsou,Connie Nielsen,Oliver Reed,Action Drama Romance,gladiator,battlefield blood combat gladiator roman empire
Steven Spielberg,Tom Cruise,Frank Grillo,Jessica Capshaw,Action Mystery Sci-Fi Thriller,minority report,future murder neo noir washington d.c. year 2054
Chris Columbus,Daniel Radcliffe,Rupert Grint,Emma Watson,Adventure Family Fantasy Mystery,harry potter and the chamber of secrets,bildungsroman flying broom invisibility cloak monster wizardry
Martin Campbell,Eva Green,Tobias Menzies,Ivana Milicevic,Action Adventure Thriller,casino royale,casino espionage free running james bond terrorist
Tim Burton,Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari,Action Adventure Sci-Fi Thriller,planet of the apes,astronaut cage planet wilhelm scream year 2029
James Cameron,Joe Morton,Jenette Goldstein,S. Epatha Merkerson,Action Sci-Fi,terminator 2: judgment day,future liquid metal multiple cameos sexy woman time travel
Michael Mann,Johnny Depp,Christian Bale,Stephen Graham,Biography Crime Drama History Romance,public enemies,1930s bank celebrity criminal fbi public enemy number one
Ridley Scott,Denzel Washington,Ruby Dee,RZA,Biography Crime Drama,american gangster,death heroin popcorn smuggling vietnam
James Cameron,Jamie Lee Curtis,Tia Carrere,Tom Arnold,Action Comedy Thriller,true lies,espionage secret agent secret mission spy spy film
