director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,keywords,comb
Mike Newell,Robert Pattinson,Daniel Radcliffe,Rupert Grint,Adventure Family Fantasy Mystery,harry potter and the goblet of fire,fire goblet magic tournament wizard,Robert Pattinson Daniel Radcliffe Rupert Grint Mike Newell Adventure Family Fantasy Mystery fire goblet magic tournament wizard
Peter Berg,Will Smith,Charlize Theron,Eddie Marsan,Action Drama,hancock,bully comeuppance destruction prison superhero tough girl,Will Smith Charlize Theron Eddie Marsan Peter Berg Action Drama bully comeuppance destruction prison superhero tough girl
Francis Lawrence,Will Smith,Alice Braga,Willow Smith,Drama Horror Sci-Fi,i am legend,new york city pandemic post apocalypse survivalist virus,Will Smith Alice Braga Willow Smith Francis Lawrence Drama Horror Sci-Fi new york city pandemic post apocalypse survivalist virus
Tim Burton,Johnny Depp,Christopher Lee,David Kelly,Adventure Comedy Family Fantasy,charlie and the chocolate factory,chocolate diminution miniaturization physical flexability ticket,Johnny Depp Christopher Lee David Kelly Tim Burton Adventure Comedy Family Fantasy chocolate diminution miniaturization physical flexability ticket
Brad Bird,Janeane Garofalo,John Ratzenberger,Brian Dennehy,Animation Comedy Family Fantasy,ratatouille,chef food french rat restaurant,Janeane Garofalo John Ratzenberger Brian Dennehy Brad Bird Animation Comedy Family Fantasy chef food french rat restaurant
Christopher Nolan,Christian Bale,Liam Neeson,Morgan Freeman,Action Adventure,batman begins,armored car gangster gotham mixed martial arts social decay,Christian Bale Liam Neeson Morgan Freeman Christopher Nolan Action Adventure armored car gangster gotham mixed martial arts social decay
Eric Darnell,Bernie Mac,Jada Pinkett Smith,Cedric the Entertainer,Action Adventure Animation Comedy Family,madagascar: escape 2 africa,africa madagascar new york city sequel zoo,Bernie Mac Jada Pinkett Smith Cedric the Entertainer Eric Darnell Action Adventure Animation Comedy Family africa madagascar new york city sequel zoo
Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Adventure Comedy Family Fantasy,night at the museum: battle of the smithsonian,hdtv motorcycle museum security guard tyrannosaurus rex,Robin Williams Rami Malek Steve Coogan Shawn Levy Adventure Comedy Family Fantasy hdtv motorcycle museum security guard tyrannosaurus rex
Gavin Hood,Hugh Jackman,Ryan Reynolds,Dominic Monaghan,Action Adventure Fantasy Sci-Fi Thriller,x-men origins: wolverine,army civil war claw fight commando wolverine the character,Hugh Jackman Ryan Reynolds Dominic Monaghan Gavin Hood Action Adventure Fantasy Sci-Fi Thriller army civil war claw fight commando wolverine the character
Lana Wachowski,Essie Davis,Collin Chou,Nona Gaye,Action Sci-Fi,the matrix revolutions,battle epic fight future machine,Essie Davis Collin Chou Nona Gaye Lana Wachowski Action Sci-Fi battle epic fight future machine
Chris Buck,Josh Gad,Maurice LaMarche,Livvy Stubenrauch,Adventure Animation Comedy Family Fantasy Musical,frozen,magic sister love sister sister relationship snow snowman,Josh Gad Maurice LaMarche Livvy Stubenrauch Chris Buck Adventure Animation Comedy Family Fantasy Musical magic sister love sister sister relationship snow snowman
Lana Wachowski,Steve Bastoni,Daniel Bernhardt,Helmut Bakaitis,Action Sci-Fi,the matrix reloaded,car motorcycle chase one against many oracle prophecy stylized violence,Steve Bastoni Daniel Bernhardt Helmut Bakaitis Lana Wachowski Action Sci-Fi car motorcycle chase one against many oracle prophecy stylized violence
Alan Taylor,Chris Hemsworth,Natalie Portman,Anthony Hopkins,Action Adventure Fantasy,thor: the dark world,arrest portal thor warrior weapon,Chris Hemsworth Natalie Portman Anthony Hopkins Alan Taylor Action Adventure Fantasy arrest portal thor warrior weapon
George Miller,Tom Hardy,Charlize Theron,Zoë Kravitz,Action Adventure Sci-Fi Thriller,mad max: fury road,australia desert escape on the run post apocalypse,Tom Hardy Charlize Theron Zoë Kravitz George Miller Action Adventure Sci-Fi Thriller australia desert escape on the run post apocalypse
Ron Howard,Tom Hanks,Ayelet Zurer,Armin Mueller-Stahl,Mystery Thriller,angels & demons,conclave illuminati murder reference to bernini reference to raphael,Tom Hanks Ayelet Zurer Armin Mueller-Stahl Ron Howard Mystery Thriller conclave illuminati murder reference to bernini reference to raphael
Kenneth Branagh,Chris Hemsworth,Natalie Portman,Anthony Hopkins,Action Adventure Fantasy,thor,battle marvel cinematic universe scientist thor throne,Chris Hemsworth Natalie Portman Anthony Hopkins Kenneth Branagh Action Adventure Fantasy battle marvel cinematic universe scientist thor throne
Byron Howard,Chloë Grace Moretz,Diedrich Bader,James Lipton,Adventure Animation Comedy Drama Family,bolt,cat dog hamster new york city superpower,Chloë Grace Moretz Diedrich Bader James Lipton Byron Howard Adventure Animation Comedy Drama Family cat dog hamster new york city superpower
Hoyt Yeatman,Kelli Garner,Piper Mackenzie Harris,Niecy Nash,Action Adventure Animation Comedy Family Fantasy Sci-Fi,g-force,fbi director guinea pig household appliance secret agent talking mouse,Kelli Garner Piper Mackenzie Harris Niecy Nash Hoyt Yeatman Action Adventure Animation Comedy Family Fantasy Sci-Fi fbi director guinea pig household appliance secret agent talking mouse
Jonathan Liebesman,Liam Neeson,Edgar Ramírez,Lily James,Action Adventure Fantasy,wrath of the titans,ares hades titan underworld zeus,Liam Neeson Edgar Ramírez Lily James Jonathan Liebesman Action Adventure Fantasy ares hades titan underworld zeus
Tim Burton,Johnny Depp,Chloë Grace Moretz,Christopher Lee,Comedy Fantasy Horror,dark shadows,camera shot of feet cartoon on tv female stockinged feet female stockinged soles foot closeup,Johnny Depp Chloë Grace Moretz Christopher Lee Tim Burton Comedy Fantasy Horror camera shot of feet cartoon on tv female stockinged feet female stockinged soles foot closeup
Christopher McQuarrie,Tom Cruise,Jeremy Renner,Sean Harris,Action Adventure Thriller,mission: impossible - rogue nation,capture computer hacker mission rogue agent spy,Tom Cruise Jeremy Renner Sean Harris Christopher McQuarrie Action Adventure Thriller capture computer hacker mission rogue agent spy
Joe Johnston,Anthony Hopkins,Simon Merrells,Art Malik,Drama Fantasy Horror Thriller,the wolfman,asylum death full moon transformation werewolf,Anthony Hopkins Simon Merrells Art Malik Joe Johnston Drama Fantasy Horror Thriller asylum death full moon transformation werewolf
David Yates,Christoph Waltz,Alexander Skarsgård,Casper Crump,Action Adventure Drama Romance,the legend of tarzan,africa capture jungle male objectification tarzan,Christoph Waltz Alexander Skarsgård Casper Crump David Yates Action Adventure Drama Romance africa capture jungle male objectification tarzan
Steve Hickner,Matthew Broderick,Oprah Winfrey,Rip Torn,Adventure Animation Comedy Family,bee movie,bee dream sequence egg scatological humor squashed bug,Matthew Broderick Oprah Winfrey Rip Torn Steve Hickner Adventure Animation Comedy Family bee dream sequence egg scatological humor squashed bug
Jennifer Yuh Nelson,Angelina Jolie Pitt,Gary Oldman,Mike Bell,Action Adventure Animation Comedy Family,kung fu panda 2,china kung fu panda peacock tigress,Angelina Jolie Pitt Gary Oldman Mike Bell Jennifer Yuh Nelson Action Adventure Animation Comedy Family china kung fu panda peacock tigress
M. Night Shyamalan,Seychelle Gabriel,Noah Ringer,Aasif Mandvi,Action Adventure Family Fantasy,the last airbender,avatar fire kingdom tribe water,Seychelle Gabriel Noah Ringer Aasif Mandvi M. Night Shyamalan Action Adventure Family Fantasy avatar fire kingdom tribe water
J.J. Abrams,Philip Seymour Hoffman,Tom Cruise,Eddie Marsan,Action Adventure Thriller,mission: impossible iii,arms dealer fictional government agency mission rescue vatican,Philip Seymour Hoffman Tom Cruise Eddie Marsan J.J. Abrams Action Adventure Thriller arms dealer fictional government agency mission rescue vatican
Roland Emmerich,Channing Tatum,Jake Weber,Matt Craven,Action Drama Thriller,white house down,black u.s. president president secret service tour white house,Channing Tatum Jake Weber Matt Craven Roland Emmerich Action Drama Thriller black u.s. president president secret service tour white house
Simon Wells,Elisabeth Harnois,Dan Fogler,Tom Everett Scott,Action Adventure Animation Comedy Family Sci-Fi,mars needs moms,boy martian rescue robot sexism,Elisabeth Harnois Dan Fogler Tom Everett Scott Simon Wells Action Adventure Animation Comedy Family Sci-Fi boy martian rescue robot sexism
David Bowers,Hugh Jackman,Kate Winslet,David Suchet,Adventure Animation Comedy Family,flushed away,boat frog rat sewer toad,Hugh Jackman Kate Winslet David Suchet David Bowers Adventure Animation Comedy Family boat frog rat sewer toad
Rob Minkoff,Ty Burrell,Zach Callison,Karan Brar,Adventure Animation Comedy Family Sci-Fi,mr. peabody & sherman,dog father son relationship inventor talking dog time travel,Ty Burrell Zach Callison Karan Brar Rob Minkoff Adventure Animation Comedy Family Sci-Fi dog father son relationship inventor talking dog time travel
Wolfgang Petersen,Brad Pitt,Orlando Bloom,Julian Glover,Adventure,troy,greek mythology prince trojan troy,Brad Pitt Orlando Bloom Julian Glover Wolfgang Petersen Adventure greek mythology prince trojan troy
Eric Darnell,Jada Pinkett Smith,Martin Short,Cedric the Entertainer,Adventure Animation Comedy Family,madagascar 3: europe's most wanted,animal circus island name in title lemur penguin,Jada Pinkett Smith Martin Short Cedric the Entertainer Eric Darnell Adventure Animation Comedy Family animal circus island name in title lemur penguin
Lee Tamahori,Toby Stephens,Colin Salmon,Rick Yune,Action Adventure Thriller,die another day,catfight clinic colonel diamond patricide,Toby Stephens Colin Salmon Rick Yune Lee Tamahori Action Adventure Thriller catfight clinic colonel diamond patricide
Michael Bay,Bruce Willis,Steve Buscemi,Will Patton,Action Adventure Sci-Fi Thriller,armageddon,asteroid astronaut bomb meteorite outer space,Bruce Willis Steve Buscemi Will Patton Michael Bay Action Adventure Sci-Fi Thriller asteroid astronaut bomb meteorite outer space
Barry Sonnenfeld,Will Smith,Rosario Dawson,Rip Torn,Action Adventure Comedy Family Fantasy Mystery Sci-Fi,men in black ii,alien lingerie lingerie model m.i.b. pug,Will Smith Rosario Dawson Rip Torn Barry Sonnenfeld Action Adventure Comedy Family Fantasy Mystery Sci-Fi alien lingerie lingerie model m.i.b. pug
Robert Zemeckis,Robin Wright,Anthony Hopkins,Sebastian Roché,Action Adventure Animation Fantasy,beowulf,creature demon king reward warrior,Robin Wright Anthony Hopkins Sebastian Roché Robert Zemeckis Action Adventure Animation Fantasy creature demon king reward warrior
Alessandro Carloni,J.K. Simmons,Angelina Jolie Pitt,Wayne Knight,Action Adventure Animation Comedy Family,kung fu panda 3,china kung fu panda pig village,J.K. Simmons Angelina Jolie Pitt Wayne Knight Alessandro Carloni Action Adventure Animation Comedy Family china kung fu panda pig village
Brad Bird,Tom Cruise,Jeremy Renner,Michael Nyqvist,Action Adventure Thriller,mission: impossible - ghost protocol,dubai kremlin race against time russian terrorist,Tom Cruise Jeremy Renner Michael Nyqvist Brad Bird Action Adventure Thriller dubai kremlin race against time russian terrorist
Peter Ramsey,Hugh Jackman,Kamil McFadden,Khamani Griffin,Adventure Animation Family Fantasy,rise of the guardians,belief box office hit children new york city tooth,Hugh Jackman Kamil McFadden Khamani Griffin Peter Ramsey Adventure Animation Family Fantasy belief box office hit children new york city tooth
Dean Parisot,John Michael Higgins,Richard Burgi,David Herman,Comedy Crime,fun with dick and jane,animal abuse ceo heist suburb unemployment,John Michael Higgins Richard Burgi David Herman Dean Parisot Comedy Crime animal abuse ceo heist suburb unemployment
Edward Zwick,Tom Cruise,Tony Goldwyn,Chad Lindberg,Action Drama History War,the last samurai,captain emperor honor japan samurai,Tom Cruise Tony Goldwyn Chad Lindberg Edward Zwick Action Drama History War captain emperor honor japan samurai
J.J. Abrams,Chris Hemsworth,Leonard Nimoy,Bruce Greenwood,Action Adventure Sci-Fi,star trek,box office hit future lifted by the throat star trek vulcan,Chris Hemsworth Leonard Nimoy Bruce Greenwood J.J. Abrams Action Adventure Sci-Fi box office hit future lifted by the throat star trek vulcan
Sam Raimi,J.K. Simmons,James Franco,Kirsten Dunst,Action Adventure Fantasy Romance,spider-man,evil goblin spider spider man superhero,J.K. Simmons James Franco Kirsten Dunst Sam Raimi Action Adventure Fantasy Romance evil goblin spider spider man superhero
Dean DeBlois,Gerard Butler,Djimon Hounsou,America Ferrera,Action Adventure Animation Comedy Family Fantasy,how to train your dragon 2,dragon father son relationship husband wife relationship mother son relationship viking,Gerard Butler Djimon Hounsou America Ferrera Dean DeBlois Action Adventure Animation Comedy Family Fantasy dragon father son relationship husband wife relationship mother son relationship viking
Alex Proyas,Gerard Butler,Elodie Yung,Bryan Brown,Action Adventure Fantasy,gods of egypt,ancient egypt egypt egyptian egyptian god egyptian goddess,Gerard Butler Elodie Yung Bryan Brown Alex Proyas Action Adventure Fantasy ancient egypt egypt egyptian egyptian god egyptian goddess
Rob Cohen,Sam Shepard,Joe Morton,Richard Roxburgh,Action Adventure Sci-Fi Thriller,stealth,artificial intelligence box office flop fighter jet navy pilot,Sam Shepard Joe Morton Richard Roxburgh Rob Cohen Action Adventure Sci-Fi Thriller artificial intelligence box office flop fighter jet navy pilot
Zack Snyder,Matt Frewer,Billy Crudup,Stephen McHattie,Action Drama Mystery Sci-Fi,watchmen,conspiracy cynicism false promise of the american dream male full frontal nudity male nudity,Matt Frewer Billy Crudup Stephen McHattie Zack Snyder Action Drama Mystery Sci-Fi conspiracy cynicism false promise of the american dream male full frontal nudity male nudity
Richard Donner,Jet Li,Rene Russo,Darlene Love,Action Crime Thriller,lethal weapon 4,kung fu lapd martial arts private investigator triad,Jet Li Rene Russo Darlene Love Richard Donner Action Crime Thriller kung fu lapd martial arts private investigator triad
Ang Lee,Kevin Rankin,Regi Davis,Celia Weston,Action Sci-Fi,hulk,1980s c 130 hercules monster panzer san francisco california,Kevin Rankin Regi Davis Celia Weston Ang Lee Action Sci-Fi 1980s c 130 hercules monster panzer san francisco california
Jon M. Chu,Channing Tatum,Dwayne Johnson,Elodie Yung,Action Adventure Sci-Fi Thriller,g.i. joe: retaliation,general gi joe martial arts ninja president,Channing Tatum Dwayne Johnson Elodie Yung Jon M. Chu Action Adventure Sci-Fi Thriller general gi joe martial arts ninja president
Hironobu Sakaguchi,Steve Buscemi,Ming-Na Wen,Jean Simmons,Action Adventure Animation Fantasy Romance Sci-Fi,final fantasy: the spirits within,general military scientist soldier year 2065,Steve Buscemi Ming-Na Wen Jean Simmons Hironobu Sakaguchi Action Adventure Animation Fantasy Romance Sci-Fi general military scientist soldier year 2065
